,Yt.1M,Industry,MR,TRC,BAB,EV,P/B,PSR,ROA,C/A,D/A,PG,AG,cluster
833,-0.1562,M9900 ¨ä¥L,0.4981,1.7794,0.0413,11917119150.0,7.51,42.2172,1.24,0.1126,37.2,2.8471,0.0329,1
834,0.1056,M2328 ¹q¤l¹s²Õ¥ó,0.0533,1.4069,0.4171,12412951232.0,1.21,6.2906,1.0,0.1829,41.06,3.9038,0.0928,0
835,0.0104,M2328 ¹q¤l¹s²Õ¥ó,-0.1492,0.1484,0.9953,119797401260.0,2.88,16.8715,-0.21,0.1868,34.83,-1.0656,-0.1818,0
836,0.022,M2329 ¹q¤l³q¸ô·~,0.3271,0.2717,0.7946,3378038688.0,1.71,0.8405,1.56,0.2025,45.78,0.4997,0.1104,3
837,0.0716,M2329 ¹q¤l³q¸ô·~,0.0056,-0.7536,0.4564,2106712000.0,0.98,9.338,1.25,0.1563,10.3,1.929,-0.0016,3
838,0.0582,M2324 ¥b¾ÉÅé,0.1774,0.1309,0.3071,23989960157.0,3.58,12.3729,3.66,0.4762,31.48,0.4849,0.1485,0
839,0.1269,M2327 ³q«Hºô¸ô·~,-0.1615,-0.0114,0.1081,534092632.0,6.24,19.2946,-7.69,0.0084,92.67,0.1982,-0.2067,4
840,0.2239,M2328 ¹q¤l¹s²Õ¥ó,0.0271,-0.078,0.584,4105864415.0,1.21,6.1007,1.68,0.4689,39.42,1.9672,0.0201,0
841,-0.0099,M2326 ¥ú¹q·~,0.0122,-0.1984,0.5666,3061165945.0,1.32,5.5201,0.48,0.1561,56.27,-0.9558,-0.0509,1
842,0.0769,M2326 ¥ú¹q·~,-0.019,-0.7986,0.5521,5663828267.0,0.78,2.8381,0.6,0.2188,29.61,0.2123,-0.0803,1
843,0.0421,M2324 ¥b¾ÉÅé,0.224,-0.2951,0.974,9663614786.0,0.88,4.884,0.92,0.1028,36.69,3.0184,-0.1256,0
844,0.0083,M2329 ¹q¤l³q¸ô·~,0.336,0.2045,1.1159,43651629920.0,2.29,0.782,1.65,0.022,73.34,1.6494,0.5395,3
845,0.298,M2325 ¹q¸£¤Î¶gÃä,0.0568,-0.6713,0.4999,12682110114.0,2.31,5.7231,1.47,0.1993,56.65,0.2234,0.0163,3
846,0.0026,M2324 ¥b¾ÉÅé,0.0026,-0.3351,0.3497,16530089807.0,1.41,7.0053,2.62,0.346,14.15,0.5019,-0.093,1
847,0.0252,M2324 ¥b¾ÉÅé,-0.0046,-0.5205,0.7854,30334640136.0,1.44,5.5981,1.07,0.267,44.51,1.1635,-0.0032,0
848,0.0118,M2325 ¹q¸£¤Î¶gÃä,0.3228,-0.3143,0.5072,17624404063.0,1.53,3.4482,0.62,0.1585,55.27,0.0072,-0.0466,3
849,0.0277,M2331 ¨ä¥L¹q¤l·~,-0.107,-0.5889,0.6003,1119474636.0,2.49,10.8126,-2.93,0.3936,22.37,0.0854,-0.1471,1
850,0.0083,M2325 ¹q¸£¤Î¶gÃä,0.0818,0.353,0.9225,35377945390.0,5.0,12.7569,2.82,0.2535,54.81,12.1665,0.2061,3
851,-0.014,M2328 ¹q¤l¹s²Õ¥ó,-0.0439,0.4487,0.3497,10364202591.0,0.78,2.4828,0.49,0.367,46.15,-0.3434,0.0309,0
852,-0.003,M2326 ¥ú¹q·~,-0.0986,-0.311,0.2867,10049105515.0,1.98,2.1879,0.3,0.0367,60.51,-0.2705,0.054,1
853,-0.0498,M1500 ¹q¾÷¾÷±ñ,-0.0276,0.0557,0.5788,3115321534.0,3.75,16.5153,2.05,0.157,45.88,4.5357,0.1365,3
854,-0.0101,M2328 ¹q¤l¹s²Õ¥ó,0.012,-0.7191,0.3387,4149539164.0,0.78,6.1164,0.37,0.3344,28.7,-0.4987,0.0844,0
855,0.0012,M2324 ¥b¾ÉÅé,-0.0749,-0.2604,0.4376,9517455396.0,1.91,16.1384,1.47,0.1032,8.4,0.5028,-0.0541,1
856,0.0493,M2324 ¥b¾ÉÅé,0.099,-0.4764,1.2495,7902148977.0,1.9,4.0592,1.87,0.1135,25.87,-0.0836,0.1037,0
857,0.0197,M3500 ºñ¯àÀô«O,-0.0794,-0.3224,0.3831,12026456000.0,2.74,15.7558,0.72,0.0589,52.58,-0.5509,-0.0156,1
858,0.0409,M2600 ¯è¹B·~,0.083,0.2519,0.1411,4165361466.0,1.24,6.6636,0.67,0.0425,73.5,-0.3216,0.3882,3
859,1.3226,M1500 ¹q¾÷¾÷±ñ,0.0877,-0.5558,0.3553,3403558241.0,1.73,4.8456,0.09,0.1476,31.23,-0.8676,-0.0838,3
860,0.0132,M3500 ºñ¯àÀô«O,0.0387,1.1501,0.2492,19967480943.0,2.99,15.5832,1.67,0.0721,58.14,-0.2114,0.2358,1
861,0.1721,M3500 ºñ¯àÀô«O,0.3398,10.0388,0.3116,2346636610.0,1.12,3.3678,0.97,0.2002,37.96,0.7215,-0.0327,1
862,0.0,M2900 ¶T©ö¦Ê³f,0.0427,-0.6121,0.2351,814960000.0,0.96,2.679,0.62,0.1634,52.86,5.2238,0.0645,1
863,0.0131,M3600 ¼Æ¦ì¶³ºÝ,0.0024,-0.0869,0.2794,96398106079.0,8.34,3.5865,3.25,0.2463,60.02,0.0231,0.1305,1
864,-0.0808,M3700 ¹B°Ê¥ð¶¢,0.1239,-0.5543,0.2903,9892788132.0,4.83,8.6583,0.71,0.0767,81.8,3.0929,0.1047,1
865,-0.0151,M9900 ¨ä¥L,0.172,6.1734,-0.7107,4298805000.0,1.7,2.8301,1.31,0.0816,63.85,12.4073,0.0307,1
866,0.007,M3800 ©~®a¥Í¬¡,0.0173,0.3751,0.2275,100086968318.0,4.59,15.8551,4.29,0.4235,34.95,0.266,0.099,1
867,-0.0558,M3500 ºñ¯àÀô«O,0.2922,1.2291,0.2254,7517402033.0,1.14,10.0898,1.31,0.0995,48.49,7.0619,0.0019,1
868,0.0398,M3500 ºñ¯àÀô«O,0.0792,-0.667,0.4568,2250804623.0,2.67,7.0245,1.58,0.1271,32.76,2.204,0.273,1
869,0.0327,M3700 ¹B°Ê¥ð¶¢,0.0774,-0.4554,0.7586,33033717615.0,5.12,18.1475,4.68,0.0862,47.99,-0.1316,0.2813,1
870,0.0594,M9900 ¨ä¥L,0.0217,-0.1373,0.1352,3311891010.0,2.23,13.5938,2.1,0.4746,16.88,-0.186,-0.0781,1
871,0.028,M9700 ªo¹q¿U®ð·~,0.1584,-0.3892,0.5232,32554803109.0,2.17,16.0723,1.22,0.0939,40.0,-0.5474,0.0531,1
872,-0.0646,M2700 Æ[¥úÀ\®È,-0.0817,2.1135,0.0037,1859377932.0,2.19,2.9622,4.23,0.1411,58.31,0.5623,0.0343,1
873,0.1556,M1500 ¹q¾÷¾÷±ñ,0.5686,-0.3481,1.3325,39055426473.0,12.84,48.9464,2.83,0.1459,44.45,0.0152,0.0434,3
874,0.0568,M9900 ¨ä¥L,0.214,-0.4119,-0.346,1501766893.0,1.17,10.5078,2.75,0.1574,6.76,2.2068,0.0607,1
875,-0.0658,M3700 ¹B°Ê¥ð¶¢,0.259,-0.0563,0.7152,109769591757.0,0.78,1.7347,2.1,0.1358,38.06,3.6932,0.0672,1
876,-0.0102,M9900 ¨ä¥L,0.0294,-0.0129,0.0694,7138372500.0,0.94,3.6996,0.94,0.0488,26.78,0.342,-0.0236,1
877,0.063,M2500 «Ø§÷Àç³y,0.2428,-0.0084,0.2769,7198328159.0,4.23,83.7463,-0.31,0.0283,84.95,-2.0095,-0.094,2
878,0.0033,M9900 ¨ä¥L,-0.0227,-0.4079,0.1416,23385089626.0,1.16,2.4957,0.52,0.0963,39.35,-0.4899,-0.0047,1
879,-0.0077,M9700 ªo¹q¿U®ð·~,0.0,-0.4171,0.0245,16190663269.0,1.22,17.3996,1.2,0.185,26.52,-0.0554,0.0589,1
880,0.0063,M3700 ¹B°Ê¥ð¶¢,-0.045,-0.2312,0.5079,152917937522.0,6.24,7.4173,2.71,0.0651,47.63,0.6956,0.0393,1
881,-0.0567,M3800 ©~®a¥Í¬¡,0.3536,1.0301,0.3554,20298925058.0,3.32,8.4027,3.67,0.266,42.49,0.6268,0.1435,1
882,-0.04,M2325 ¹q¸£¤Î¶gÃä,0.1292,0.3537,-0.5288,740596510.0,1.39,6.1183,-2.59,0.1101,42.48,-4.356,-0.032,3
883,-0.0409,M3700 ¹B°Ê¥ð¶¢,0.3352,-0.1777,0.4476,70283258004.0,2.88,11.9861,1.22,0.0898,42.53,-0.2644,-0.0721,1
884,-0.0156,M9900 ¨ä¥L,0.094,-0.3001,0.3188,55536902663.0,4.17,12.9686,2.43,0.1666,49.28,0.0204,0.002,1
885,-0.0119,M9700 ªo¹q¿U®ð·~,0.0461,0.7094,0.2038,7301115137.0,2.39,10.8359,3.1,0.0859,47.34,0.2042,0.0558,1
886,0.0435,M9900 ¨ä¥L,-0.1263,0.5866,0.2938,4201354084.0,1.52,6.0002,-1.06,0.2456,62.33,-0.0266,0.1197,1
887,-0.0442,M3700 ¹B°Ê¥ð¶¢,0.2297,-0.4124,0.6613,87328670828.0,2.46,5.4367,0.93,0.208,55.71,-0.3782,-0.1265,1
888,-0.0039,M3800 ©~®a¥Í¬¡,0.132,0.1771,0.3292,10102035109.0,1.52,5.2959,2.59,0.2904,29.62,1.5348,0.0646,1
889,0.0071,M9900 ¨ä¥L,0.0449,-0.2973,0.0712,15471762446.0,1.4,7.9479,1.18,0.2138,32.37,0.0224,0.0463,1
890,-0.0181,M9700 ªo¹q¿U®ð·~,0.0018,0.5125,0.0788,9548970575.0,2.39,13.7743,1.46,0.0667,51.51,-0.048,0.0733,1
891,-0.0187,M9900 ¨ä¥L,0.157,0.0535,0.4547,12425459167.0,2.13,5.9014,4.26,0.3271,21.85,0.8251,-0.0041,1
892,0.0771,M9900 ¨ä¥L,0.0244,0.1506,0.2092,1287307642.0,0.49,5.6155,0.32,0.0333,60.48,1.485,0.0981,1
893,0.0705,M9900 ¨ä¥L,-0.0742,-0.393,0.1593,1579968000.0,1.85,8.8172,-0.28,0.1685,59.92,-4.3244,0.5099,1
894,-0.0075,M3500 ºñ¯àÀô«O,0.1481,1.327,-0.2215,15654091392.0,2.39,5.3272,2.56,0.0387,44.99,0.5982,-0.0533,1
895,0.0122,M9700 ªo¹q¿U®ð·~,-0.0454,0.0386,-0.0112,4310027522.0,1.63,6.538,1.05,0.0451,55.01,0.5954,0.0987,1
896,0.0454,M9900 ¨ä¥L,0.1277,1.4032,0.1793,36946649406.0,2.24,1.262,0.85,0.2415,81.29,0.2668,0.1665,1
897,-0.0126,M3800 ©~®a¥Í¬¡,0.2937,0.6113,0.1465,7546795555.0,1.14,1.7463,1.06,0.183,60.41,1.9011,-0.0242,1
898,0.0161,M3800 ©~®a¥Í¬¡,0.1635,0.9305,-0.1141,4265164314.0,1.59,3.8151,1.54,0.0819,67.05,3.9438,0.0117,1
899,-0.0192,M9700 ªo¹q¿U®ð·~,0.015,-0.222,0.3124,20286416936.0,3.56,3.458,1.48,0.0405,53.64,0.0427,-0.112,1
900,-0.0134,M9900 ¨ä¥L,0.2094,1.5975,0.2306,19666511424.0,1.44,5.532,1.45,0.1271,54.91,1.4576,0.0303,1
901,-0.0357,M9900 ¨ä¥L,0.1678,0.2931,0.0878,47615322223.0,2.67,7.3516,2.14,0.1262,59.23,0.6189,0.073,1
902,-0.01,M9900 ¨ä¥L,0.1227,1.6739,0.1959,23121211585.0,1.7,7.3643,1.58,0.1621,57.88,-0.0842,0.0409,1
903,0.0796,M9900 ¨ä¥L,-0.1351,-0.492,0.4056,89560982676.0,2.11,8.6161,0.45,0.0197,86.22,-0.2725,0.0694,1
904,-0.0267,M9900 ¨ä¥L,-0.0076,-0.353,0.2614,10210355599.0,2.68,10.7037,3.54,0.0877,22.72,-0.1065,0.0493,1
905,-0.0121,M2700 Æ[¥úÀ\®È,0.0237,-0.0402,0.1743,10690165727.0,3.02,15.5314,4.07,0.0724,38.77,-0.026,0.0328,1
906,-0.0195,M9900 ¨ä¥L,0.1309,5.1813,-0.0077,2361051637.0,0.61,3.2081,2.84,0.2989,42.24,-0.4747,0.0256,1
907,-0.0278,M9900 ¨ä¥L,0.2895,2.6437,0.4036,128118403421.0,0.97,18.3488,4.65,0.0204,40.58,20.8052,0.1142,1
908,0.1408,M2500 «Ø§÷Àç³y,0.6378,1.5823,0.5239,11796572736.0,1.24,39.1556,0.28,0.078,55.96,9.8613,-0.0085,2
909,-0.0109,M3500 ºñ¯àÀô«O,0.2888,5.9006,-0.0482,3124960497.0,1.99,11.4514,-0.89,0.0433,55.08,0.0064,-0.0384,1
910,0.4431,M2000 ¿ûÅK¤u·~,0.0234,0.1368,0.4565,60920475138.0,4.77,19.3463,2.61,0.0532,52.98,12.6174,0.0561,1
