,Industry,MR,MR.PR,MR.Decile,TVC,TVC.PR,TVC.Decile,TRC,TRC.PR,TRC.Decile,BAB,BAB.PR,BAB.Decile,EV,EV.PR,EV.Decile,P/B,P/B.PR,P/B.Decile,PSR,PSR.PR,PSR.Decile,ROE,ROE.PR,ROE.Decile,ROA,ROA.PR,ROA.Decile,C/A,C/A.PR,C/A.Decile,D/A,D/A.PR,D/A.Decile,PG,PG.PR,PG.Decile,AG,AG.PR,AG.Decile
8,1,-0.0769,0.1402,9,-0.3652,0.2837,8,-0.3219,0.3045,7,0.3395,0.6331,4,11834064000.0,0.4502,6,2.06,0.4074,6,7.5925,0.5235,5,3.52,0.7601,3,2.4,0.8127,2,0.1856,0.6254,4,32.56,0.7141,3,0.9555,0.6911,4,0.0208,0.4381,6
735,17,-0.0654,0.161,9,-0.779,0.0252,10,-0.7498,0.0296,10,0.7833,0.184,9,6107463447.0,0.6528,4,2.57,0.2673,8,18.5275,0.2037,9,2.01,0.5389,5,1.43,0.6254,4,0.2331,0.7437,3,35.31,0.6692,4,-0.4604,0.1588,9,0.1586,0.8554,2
36,2,0.0964,0.5882,5,4.5714,0.9474,1,3.8983,0.954,1,0.5276,0.4118,6,39173198846.0,0.1928,9,0.45,0.9989,1,4.782,0.7207,3,0.3,0.2399,8,0.27,0.2673,8,0.0336,0.1238,9,45.78,0.4666,6,1.2418,0.7481,3,0.0379,0.517,5
453,24,0.3728,0.9124,1,0.6062,0.7229,3,0.3723,0.6977,4,0.6099,0.3122,7,27784485556.0,0.2651,8,1.46,0.609,4,5.2868,0.6867,4,4.89,0.8664,2,1.84,0.7284,3,0.2814,0.8423,2,62.16,0.1818,9,0.9412,0.6889,4,0.0818,0.7032,3
254,16,0.0461,0.4589,6,0.8933,0.7864,3,0.8986,0.8094,2,0.2416,0.7547,3,481323671.0,0.9978,1,1.16,0.7547,3,2.94,0.8708,2,-1.64,0.0876,10,-0.3,0.1292,9,0.1152,0.3932,7,66.48,0.1435,9,0.5503,0.5827,5,-0.2176,0.012,10
304,14,-0.0743,0.1457,9,-0.1752,0.4184,6,-0.1267,0.4502,6,0.6055,0.3176,7,298967351334.0,0.035,10,8.11,0.0186,10,21.5406,0.1676,9,4.28,0.816,2,2.84,0.8795,2,0.1802,0.6134,4,39.12,0.6024,5,-0.3265,0.1917,9,0.0211,0.4403,6
679,14,-0.0278,0.2388,8,-0.6482,0.0953,10,-0.6436,0.0789,10,0.8012,0.1731,9,12763379933.0,0.4304,6,3.76,0.1347,9,7.4517,0.5312,5,4.68,0.8576,2,2.6,0.8456,2,0.2683,0.8204,2,46.41,0.4491,6,-0.1569,0.2552,8,0.1684,0.8697,2
572,15,-0.0662,0.1588,9,-0.4251,0.2278,8,-0.3738,0.2585,8,0.8045,0.1698,9,11272360276.0,0.4655,6,3.54,0.1522,9,7.1194,0.5575,5,0.11,0.2202,8,0.14,0.2103,8,0.3386,0.9047,1,40.5,0.5717,5,-0.9852,0.0876,10,0.0229,0.4491,6
624,7,0.02,0.3812,7,1.6854,0.8521,2,1.5032,0.8598,2,0.3565,0.6156,4,3696361499.0,0.793,3,1.49,0.5958,5,10.4928,0.3877,7,1.62,0.4677,6,1.3,0.5904,5,0.071,0.2552,8,22.3,0.8587,2,1.0022,0.7021,4,0.0125,0.402,7
791,7,-0.129,0.0668,10,-0.1837,0.4096,6,-0.1707,0.4261,6,0.4736,0.4743,6,4733434427.0,0.736,3,5.8,0.0482,10,3361.8142,0.0077,10,-5.43,0.0219,10,-5.24,0.0077,10,0.3763,0.931,1,3.97,0.9923,1,0.2405,0.4765,6,0.407,0.9682,1
657,17,0.3664,0.9102,1,-0.162,0.425,6,-0.2664,0.3582,7,0.4867,0.4611,6,42008459869.0,0.1851,9,2.13,0.3844,7,3.0778,0.8598,2,3.07,0.69,4,1.32,0.5991,5,0.269,0.8215,2,58.15,0.2344,8,0.0477,0.3823,7,0.0581,0.6024,5
263,13,-0.0508,0.1807,9,0.2253,0.6188,4,0.2624,0.6583,4,0.4642,0.4874,6,49376860620.0,0.1665,9,1.04,0.8204,2,8.5717,0.4765,6,-2.24,0.069,10,-1.31,0.0515,10,0.1376,0.4611,6,38.61,0.6101,4,-2.0378,0.0427,10,-0.0473,0.172,9
611,7,0.1317,0.6725,4,0.6817,0.7404,3,0.6004,0.747,3,0.277,0.7152,3,13370330833.0,0.4195,6,1.84,0.471,6,7.441,0.5323,5,3.77,0.7777,3,2.6,0.8445,2,0.1207,0.4096,6,33.89,0.6988,4,0.5518,0.5838,5,0.0065,0.3801,7
298,17,0.1672,0.7393,3,-0.6139,0.1172,9,-0.58,0.126,9,0.9813,0.0975,10,140062902557.0,0.0778,10,4.58,0.0964,10,6.1308,0.6101,4,4.63,0.8532,2,2.24,0.7886,3,0.2599,0.7941,3,54.49,0.31,7,0.1989,0.4611,6,0.1467,0.8423,2
415,22,0.8711,0.989,1,0.7237,0.7492,3,0.3708,0.6944,4,0.514,0.4326,6,5230921381.0,0.6966,4,1.34,0.6616,4,31.2271,0.0975,10,6.56,0.943,1,5.21,0.9912,1,0.178,0.6079,4,20.3,0.8839,2,20.1667,0.9836,1,0.2048,0.8992,2
151,6,0.156,0.7185,3,-0.4902,0.1972,9,-0.4837,0.1862,9,0.1429,0.8719,2,16570014903.0,0.3702,7,2.12,0.3877,7,3.3076,0.8412,2,4.19,0.8072,2,2.25,0.7908,3,0.1461,0.4929,6,51.33,0.3593,7,0.0582,0.3877,7,-0.0085,0.299,8
718,17,-0.0532,0.1752,9,-0.3203,0.3198,7,-0.2822,0.345,7,0.5778,0.3483,7,12922651579.0,0.4272,6,0.96,0.8642,2,8.1851,0.4896,6,-4.35,0.0318,10,-2.55,0.0274,10,0.1456,0.4896,6,36.23,0.6528,4,0.3731,0.5225,5,-0.1683,0.0274,10
885,31,0.094,0.5783,5,-0.2606,0.3593,7,-0.3001,0.3264,7,0.3188,0.6659,4,55536902663.0,0.1555,9,4.17,0.1117,9,12.9686,0.3176,7,4.71,0.8598,2,2.43,0.816,2,0.1666,0.5696,5,49.28,0.3954,7,0.0204,0.3593,7,0.002,0.3549,7
551,21,0.2079,0.7908,3,3.0683,0.9113,1,2.4374,0.9124,1,0.4485,0.5082,5,7839099070.0,0.575,5,1.05,0.8149,2,7.1603,0.5553,5,2.55,0.6276,4,1.2,0.552,5,0.0923,0.3286,7,52.24,0.3505,7,9.5574,0.965,1,-0.0982,0.0679,10
721,27,-0.0293,0.2322,8,-0.7177,0.0602,10,-0.685,0.0624,10,-0.1199,0.9825,1,3060102208.0,0.839,2,2.24,0.3516,7,4.2621,0.7568,3,1.03,0.368,7,0.69,0.4031,7,0.231,0.7338,3,30.52,0.7448,3,1.3122,0.7579,3,-0.0824,0.0942,10
489,15,-0.0451,0.195,9,-0.1939,0.4053,6,-0.1091,0.4578,6,0.5289,0.4085,6,290617402604.0,0.0361,10,1.94,0.4337,6,25.7048,0.1325,9,3.67,0.7733,3,3.05,0.8992,2,0.5573,0.9901,1,18.38,0.9047,1,0.8581,0.6736,4,0.0855,0.7163,3
148,6,-0.0244,0.2486,8,-0.3156,0.3264,7,-0.2878,0.3384,7,0.2383,0.759,3,9301817304.0,0.5257,5,1.13,0.7744,3,3.6534,0.8028,2,2.21,0.5739,5,1.56,0.6692,4,0.036,0.1271,9,34.76,0.6824,4,0.9613,0.6944,4,0.0334,0.5049,5
147,6,0.1,0.5958,5,1.9317,0.8664,2,1.725,0.8729,2,0.2311,0.7711,3,8252786220.0,0.5542,5,1.21,0.7338,3,5.7343,0.6429,4,3.18,0.6999,4,1.84,0.7262,3,0.133,0.4414,6,53.74,0.3242,7,2.4786,0.8762,2,0.0524,0.5739,5
658,14,-0.1068,0.0997,10,0.01,0.5279,5,0.0486,0.5597,5,0.4728,0.4775,6,3081116470.0,0.8368,2,1.49,0.5969,5,3.1764,0.8543,2,0.01,0.2004,9,0.22,0.2464,8,0.0637,0.2311,8,42.38,0.5345,5,-0.992,0.0865,10,0.0407,0.5257,5
845,18,0.336,0.8927,2,0.4828,0.7087,3,0.2045,0.6331,4,1.1159,0.0613,10,43651629920.0,0.1807,9,2.29,0.3341,7,0.782,0.9934,1,3.22,0.7108,3,1.65,0.6878,4,0.022,0.0679,10,73.34,0.0909,10,1.6494,0.8083,2,0.5395,0.9836,1
673,17,-0.0029,0.3034,8,-0.3014,0.3352,7,-0.2968,0.3319,7,0.2143,0.7897,3,2472868673.0,0.8828,2,0.74,0.9529,1,5.9464,0.6265,4,0.55,0.2913,8,0.49,0.3505,7,0.4223,0.9562,1,16.29,0.9211,1,1.3179,0.7634,3,-0.0305,0.2311,8
349,17,0.0063,0.3352,7,-0.7854,0.0208,10,-0.7586,0.0208,10,1.0791,0.0723,10,5414400000.0,0.6889,4,2.81,0.23,8,8.8319,0.46,6,-3.35,0.046,10,-1.11,0.0646,10,0.1942,0.6506,4,61.38,0.1862,9,-0.8217,0.1128,9,0.1168,0.7974,3
464,24,0.0807,0.5476,5,0.2598,0.6287,4,0.2517,0.6539,4,0.3358,0.6375,4,567005884829.0,0.0153,10,1.62,0.5465,5,25.2838,0.138,9,3.3,0.7218,3,0.26,0.2607,8,0.0172,0.0493,10,91.94,0.0241,10,0.0663,0.3921,7,0.0977,0.7514,3
326,19,0.1263,0.6594,4,7.6289,0.9671,1,6.282,0.9715,1,0.515,0.4294,6,5204519350.0,0.7021,4,1.47,0.6024,5,3.434,0.8313,2,3.35,0.7382,3,1.66,0.69,4,0.052,0.1829,9,53.93,0.3176,7,0.3396,0.5104,5,0.2046,0.8981,2
187,9,0.1989,0.7798,3,7.7623,0.9693,1,6.4428,0.9737,1,0.6989,0.2464,8,16460475030.0,0.3724,7,3.76,0.1336,9,395.6179,0.0153,10,-0.33,0.1709,9,-0.06,0.1599,9,0.026,0.0876,10,53.76,0.322,7,0.6334,0.6188,4,-0.0554,0.149,9
